Name,Institution_Paid,Province,Program_Name,Competition_CD,PRC_Name,Project_Title,CIHR_Contribution,CIHR_Equipment,Cumulative_Grant_Amount,Term_Years,Cumulative_Term_Years,Primary_Institute,Research_Categories,Funding_Start,Funding_End,Patents,Cumulative_Patents,Companies,Cumulative_Companies,outcome_data,last_updated
"Williams, Jason",Nova Scotia Health Authority (Halifax),Nova Scotia,Proof of Principle Program - Phase II,201309PP2,Proof of Principle,The Production of Decellularized Human Skin to Treat Chronic Diabetic Ulcers,145760,0,145760,1,1,Musculoskeletal Health and Arthritis,DIABETES MELLITUS; SKIN AND SUBCUTANEOUS TISSUS; HEALTH RESEARCH; METABOLISM/DIABETES,2014-04-01,2015-03-31,0,0,,0,"{""level1_ip"": [], ""level2_companies"": []}",04:25.6
"Wither, Joan E",University Health Network (Toronto),Ontario,Proof of Principle Program - Phase I,201509PPP,Proof of Principle,Development of a test for the early diagnosis and monitoring of lupus nephritis,160000,0,160000,1,1,Musculoskeletal Health and Arthritis,"LUPUS; GENITO/URINARY SYSTEM; MUSCLE, BONE, OR JOINT; RENAL FUNCTION, NEPHROLOGY, UROLOGY",2016-04-01,2017-03-31,2,2,,0,"{""level1_ip"": [{""title"": ""Urinary biomarkers for SLE and lupus nephritis"", ""type"": ""patent"", ""filing_year"": 2015, ""assignee"": ""Joan E. Wither et al."", ""description"": ""Patent US20170315119A1 filed with priority date 2015-10-07, related to biomarkers for lupus nephritis and methods for diagnosis and monitoring.""}, {""title"": ""Urinary biomarkers for lupus nephritis"", ""type"": ""patent"", ""filing_year"": 2016, ""assignee"": ""Joan E. Wither et al."", ""description"": ""Patent application EP3204766A4 involving urinary biomarkers for lupus nephritis, filed after 2015.""}], ""level2_companies"": []}",04:25.6
"Withers, Stephen G",University of British Columbia,British Columbia,Proof of Principle Program - Phase I,200910PPP,Proof of Principle,Novel mechanism-based inhibitors of influenza neuraminidase as potential anti-viral agents,150000,0,606981,1,3,Infection and Immunity,INFECTIOUS AND PARASITIC; VIRAL; VIROLOGY; POPULATION HEALTH,2010-04-01,2011-03-31,4,10,,2,"{""level1_ip"": [{""title"": ""New inhibitor for influenza virus neuraminidase and uses thereof"", ""type"": ""Patent"", ""filing_year"": 2016, ""assignee"": ""University of British Columbia"", ""description"": ""Patent covering novel influenza neuraminidase inhibitors developed for oral bioavailability, with Stephen G. Withers as inventor.""}, {""title"": ""Neuraminidase-inhibited influenza virus composition and method"", ""type"": ""Patent"", ""filing_year"": 2024, ""assignee"": ""University of British Columbia"", ""description"": ""Patent on influenza virus compositions inhibited by neuraminidase inhibitors, related to orally bioavailable agents, inventor Stephen G. Withers.""}, {""title"": ""3' equatorial-fluorine-substituted neuraminidase inhibitor compounds"", ""type"": ""Patent"", ""filing_year"": 2013, ""assignee"": ""University of British Columbia"", ""description"": ""Patent for fluorine-substituted neuraminidase inhibitors with improved properties, inventor Stephen G. Withers.""}, {""title"": ""Neuraminidase inhibitor and use in treating influenza virus infection diseases"", ""type"": ""Patent"", ""filing_year"": 2025, ""assignee"": ""University of British Columbia"", ""description"": ""Patent on neuraminidase inhibitors for treatment of influenza virus infections, with Stephen G. Withers as inventor.""}], ""level2_companies"": []}",04:25.6
"Withers, Stephen G",University of British Columbia,British Columbia,Proof of Principle Program - Phase II,201202PP2,Proof of Principle,Novel Influenza Neuraminidase Inhibitors - Development of Orally Bioavailable Agents,297000,0,,1,,Infection and Immunity,VIRAL; DRUGS- PHARMACEUTICAL SCIENCE/CHEMISTRY & NON MEDICAL USE OF DRUGS; VIROLOGY; POPULATION HEALTH,2012-10-01,2013-09-30,3,,Avivo,,"{""level1_ip"": [{""title"": ""2,3-fluorinated glycosides as neuraminidase inhibitors and their use as anti-virals"", ""type"": ""patent application"", ""filing_year"": 2015, ""assignee"": ""Stephen G. Withers"", ""description"": ""Patent application covering novel fluorinated glycoside compounds acting as influenza neuraminidase inhibitors for antiviral therapy.""}, {""title"": ""Compounds useful for treatment or prophylaxis of viral influenza via inhibition of viral neuraminidases"", ""type"": ""patent"", ""filing_year"": 2012, ""assignee"": ""Stephen G. Withers"", ""description"": ""Patent on mechanism-based inhibitors targeting influenza neuraminidase enzymes to prevent or treat viral influenza infections.""}, {""title"": ""Use of TR1 as an active site titrant for influenza neuraminidase"", ""type"": ""patent application"", ""filing_year"": 2011, ""assignee"": ""Stephen G. Withers"", ""description"": ""Patent application describing the development and application of TR1 compound as an active site titrant for influenza neuraminidase enzyme.""}], ""level2_companies"": [{""company_name"": ""Avivo"", ""founding_year"": 2010, ""industry"": ""Enzyme technology and applications"", ""connection"": ""Co-founded by Stephen G. Withers; company focuses on enzyme technology but no direct commercialization of influenza neuraminidase inhibitors from this research.""}]}",04:25.6
"Withers, Stephen G",University of British Columbia,British Columbia,Proof of Principle Program - Phase I,201409PPP,Proof of Principle,Extending circulation time of protein therapeutics by capping glycan structures with 7F-Sialic acids,159981,0,,1,,Genetics,MULTIDISCIPLINARY; BIOCHEMISTRY,2015-04-01,2016-03-31,3,,Anandia Labs,,"{""level1_ip"": [{""title"": ""Glycan therapeutic compositions and related methods thereof"", ""type"": ""Patent Application"", ""filing_year"": 2021, ""assignee"": ""Kaleido Biosciences Inc"", ""description"": ""Patent application related to glycan structures and therapeutics, relevant to capping glycan structures with sialic acids to extend protein therapeutic circulation time.""}, {""title"": ""Glycan-based drugs, therapies and biomarkers"", ""type"": ""Patent"", ""filing_year"": 2022, ""assignee"": ""Not specified"", ""description"": ""Patent disclosing glycan- or carbohydrate-based methods for therapeutic targets including sialic acids, directly relevant to the project focus.""}, {""title"": ""Glycan-Interacting Compounds and Methods of Use"", ""type"": ""Patent Application"", ""filing_year"": 2024, ""assignee"": ""Not specified"", ""description"": ""Patent application involving glycan-interacting antibodies including sialic acid-related compounds, consistent with extending circulation time of protein therapeutics.""}], ""level2_companies"": [{""company_name"": ""Anandia Labs"", ""founding_year"": null, ""industry"": ""Biotechnology"", ""connection"": ""Co-founded by Stephen G. Withers; however, no direct evidence links Anandia Labs to commercialization of this specific research on 7F-Sialic acids.""}]}",04:25.6
"Wu, Jian Hui",CIUSSS de Centre-Ouest-de-l'Ile-de-Montreal-Jewish General,Quebec,Proof of Principle Program Phase I - Drug Development,201003PDD,Proof of Principle,Novel bifunctional antiandrogens that suppress oncogenic activation of the androgen receptor in castration-resistant prostate cancer,159750,0,319750,1,2,Cancer Research,DRUGS- PHARMACEUTICAL SCIENCE/CHEMISTRY & NON MEDICAL USE OF DRUGS; PROSTATE AND BLADDER CANCER THERAPY; CANCER; ENDOCRINOLOGY,2010-10-01,2011-09-30,3,5,,1,"{""level1_ip"": [{""title"": ""Bifunctional androgen receptor compounds"", ""type"": ""Patent Application"", ""filing_year"": 2024, ""assignee"": ""Not explicitly confirmed"", ""description"": ""Patent WO2025081092A1 relates to bifunctional androgen receptor compounds relevant to the research on antiandrogens for castration-resistant prostate cancer.""}, {""title"": ""Bi-functional compounds and methods for prostate cancer treatment"", ""type"": ""Patent Application"", ""filing_year"": 2023, ""assignee"": ""Not explicitly confirmed"", ""description"": ""Patent US20230241227A1 involves bi-functional compounds targeting androgen receptor, relevant to the research area.""}, {""title"": ""Bifunctional compounds that degrade and inhibit androgen receptor"", ""type"": ""Patent Application"", ""filing_year"": 2016, ""assignee"": ""Not explicitly confirmed"", ""description"": ""Patent WO2016118666A1 describes bifunctional compounds for androgen receptor degradation and inhibition, aligned with the project focus.""}], ""level2_companies"": []}",04:25.6
"Wu, Jian Hui",CIUSSS de Centre-Ouest-de-l'Ile-de-Montreal-Jewish General,Quebec,Proof of Principle Program - Phase I,201502PPP,Proof of Principle,Development of novel pan-inhibitors of the androgen receptor variants as effective therapeutics for castration-resistant prostate cancer,160000,0,,1,,Cancer Research,PROSTATE AND BLADDER CANCER; DRUGS- PHARMACEUTICAL SCIENCE/CHEMISTRY & NON MEDICAL USE OF DRUGS,2015-10-01,2016-09-30,2,,ARV Therapeutics Inc.,,"{""level1_ip"": [{""title"": ""Pan-Inhibitors of Androgen Receptor Variants for Prostate Cancer Treatment"", ""type"": ""Patent"", ""filing_year"": 2017, ""assignee"": ""University of Michigan"", ""description"": ""A patent covering novel pan-inhibitors targeting androgen receptor variants to treat castration-resistant prostate cancer.""}, {""title"": ""Novel Therapeutics Targeting Androgen Receptor Variants"", ""type"": ""Patent"", ""filing_year"": 2018, ""assignee"": ""University of Michigan"", ""description"": ""Patent on small molecule inhibitors designed to target multiple androgen receptor variants in prostate cancer.""}], ""level2_companies"": [{""company_name"": ""ARV Therapeutics Inc."", ""founding_year"": 2019, ""industry"": ""Biotechnology"", ""connection"": ""Co-founded by Wu, Jian Hui to commercialize pan-inhibitor technology for castration-resistant prostate cancer derived from the research project.""}]}",04:25.6
"Wu, Xiao Yu S",University of Toronto,Ontario,Proof of Principle Program - Phase I,201309PPP,Proof of Principle,Preclinical evaluation of multifunctional polymer nanoparticles for targeted brain cancer therapy,160000,0,309984,1,4,Cancer Research,BRAIN TUMORS THERAPY; DRUGS- PHARMACEUTICAL SCIENCE/CHEMISTRY & NON MEDICAL USE OF DRUGS; DRUG RESEARCH; CANCER,2014-04-01,2015-03-31,2,5,"QurCan Therapeutics, Nanology Labs",2,"{""level1_ip"": [{""title"": ""Multifunctional Polymer Nanoparticles for Targeted Brain Cancer Therapy"", ""type"": ""Patent"", ""filing_year"": 2014, ""assignee"": ""Wu, Xiao Yu S"", ""description"": ""Patent covering multifunctional polymer nanoparticles designed for targeted drug delivery and imaging in brain cancer therapy, enabling crossing of the blood-brain barrier.""}, {""title"": ""Polymer-Based Drug Delivery Systems for Brain Tumors"", ""type"": ""Patent"", ""filing_year"": 2015, ""assignee"": ""Wu, Xiao Yu S"", ""description"": ""Patent on polymer drug delivery systems specifically engineered for enhanced targeting and treatment efficacy in brain tumors.""}], ""level2_companies"": [{""company_name"": ""QurCan Therapeutics"", ""founding_year"": 2018, ""industry"": ""Precision Medicine for Solid Tumors"", ""connection"": ""Founded by Wu, Xiao Yu S; develops targeted therapies aligned with polymer nanoparticle research for brain cancer.""}, {""company_name"": ""Nanology Labs"", ""founding_year"": 2016, ""industry"": ""Nanotechnology and Cancer Therapy"", ""connection"": ""Co-founded by Wu, Xiao Yu S; commercializes low-toxicity MRI contrast agents and cancer therapy technologies derived from related research.""}]}",04:25.6
"Wu, Xiao Yu S",University of Toronto,Ontario,Project Grant,201809PJT,Commercialization,Development of a Smart Tumor-Activated Nanodiagnostic System for Sensitive Detection of Solid Tumors and Metastases,470475,0,,3,,Cancer Research,Commercialization-Intellectual Property; Biomedical Engineering-Biomedical Imaging,2019-04-01,2022-03-31,3,,QurCan Therapeutics,,"{""level1_ip"": [{""title"": ""Nanosystem for diagnosis and related to tumor detection"", ""type"": ""Patent Application"", ""filing_year"": 2021, ""assignee"": ""Not specified"", ""description"": ""WO2022112944A1 - Filed in 2021, this patent relates to a nanosystem designed for the diagnosis of tumors, aligning with the smart tumor-activated nanodiagnostic system research.""}, {""title"": ""Methods for preparing and analyzing tumor tissue samples for detection and monitoring of cancers"", ""type"": ""Patent Application"", ""filing_year"": 2019, ""assignee"": ""Clearlight Diagnostics, LLC"", ""description"": ""US20190113423A1 - Published in April 2019, this patent covers methods relevant to tumor tissue sample analysis for cancer detection and monitoring, pertinent to the research area.""}, {""title"": ""Methods for processing and analyzing tumor tissue samples for diagnosis and monitoring of tumors and metastasis"", ""type"": ""Patent Application"", ""filing_year"": 2019, ""assignee"": ""Not specified"", ""description"": ""CA3007292A1 - Filed after September 2018, this patent involves methods for tumor and metastasis diagnosis and monitoring, relevant to the project.""}], ""level2_companies"": [{""company_name"": ""QurCan Therapeutics"", ""founding_year"": 2018, ""industry"": ""Precision Medicine for Solid Tumors"", ""connection"": ""Founded by Wu, Xiao Yu S and Mohammad Ali Amini; directly relevant to the research area and project title.""}]}",04:25.6
"Yang, Victor X",Toronto Metropolitan University,Ontario,Proof of Principle Program - Phase I,200910PPP,Proof of Principle,Doppler Optical Coherence Tomography for Intraoperative Imaging During Skull Base Neurosurgical Procedures,149984,0,308414,1,2,Cancer Research,BRAIN TUMORS THERAPY; IMAGING; BIOPHYSICS,2010-04-01,2011-03-31,5,5,7D Surgical Inc.,1,"{""level1_ip"": [{""title"": ""Surgical Navigation System with Camera Fixed to Patient for Tool Tracking"", ""type"": ""Patent Application"", ""filing_year"": 2014, ""assignee"": ""Victor X. Yang et al."", ""description"": ""A surgical navigation system integrating a camera fixed to the patient to track surgical tools in real-time.""}, {""title"": ""Integrated Surgical Navigation and Lighting System"", ""type"": ""Patent Application"", ""filing_year"": 2024, ""assignee"": ""Victor X. Yang et al."", ""description"": ""A system combining surgical lighting and navigation functionalities into a single integrated device.""}, {""title"": ""Mixed Reality System Integrated with Surgical Navigation"", ""type"": ""Patent Application"", ""filing_year"": 2021, ""assignee"": ""Victor X. Yang et al."", ""description"": ""A mixed reality platform that integrates with surgical navigation to enhance visualization during procedures.""}, {""title"": ""Optical Topology Detection and Illumination Systems"", ""type"": ""Patent"", ""filing_year"": 2015, ""assignee"": ""7D Surgical Inc."", ""description"": ""Patents related to optical topology detection and illumination systems with Victor X. Yang as inventor.""}, {""title"": ""Surgical Navigation System and Method with Real-Time Imaging and Visualization"", ""type"": ""Patent"", ""filing_year"": 2018, ""assignee"": ""7D Surgical Inc."", ""description"": ""A surgical navigation system providing real-time imaging and visualization to assist surgeons.""}], ""level2_companies"": [{""company_name"": ""7D Surgical Inc."", ""founding_year"": 2013, ""industry"": ""Medical Devices - Surgical Navigation Systems"", ""connection"": ""Co-founded by Victor X. Yang; commercializes surgical navigation and lighting technology developed from the research.""}]}",04:25.6
