Name,Institution_Paid,Provinces,Program_Name,Competition_CD,PRC_Name,Project_Title, CIHR_Contribution , CIHR_Equipment , External_Funding ,External_Funding_Partner,Term_Years_Months,Primary_Institute,Research_Categories,Funding_Start,Funding_End,Patents,title_keywords,companies,companies_count
"Macaulay, Calum E",University of British Columbia,British Columbia,Operating Grant - PA: Institute of Cancer Research (bridge funding),200909IC3,Biomedical Engineering,A 3D cell-based computer model for a system biology approach to the study of intra epithelial neoplastic processes.," $100,000 ", $-   , $-   ,,1 yr 0 mth ,Cancer Research,NEOPLASMS; BIOSTATISTICS; CANCER; BIOPHYSICS,3/1/2010,2011-02-28,1,"3D cell model, system biology, intra epithelial neoplastic",0,0.0
"Macaulay, Calum E",University of British Columbia,British Columbia,Project Grant,202104PJT,Medical Physics & Imaging,Devices for Image-Guided Biopsy of Peripheral Lung Nodules," $386,326 ", $-   , $-   ,,3 yrs 0 mth ,Cancer Research,"Cancer-Clinical Oncology; Biomedical Engineering-Biophysics, Medical Technologies and Instrumentation",10/1/2021,2024-09-30,1,"Image-Guided, Biopsy, Lung",0,0.0
"Macaulay, Calum E; Poh, Catherine",University of British Columbia,British Columbia,Collaborative Health Research Projects (NSERC partnered),201310CPG,Collaborative Health Research Projects - NSERC Partnered,Real-Time In Vivo Oral Pathology for Clinical Decision Making," $289,499 ", $-   , $-   ,,3 yrs 0 mth ,Cancer Research,IMAGING; CANCER,4/1/2014,2017-03-31,2,"Real-Time, In Vivo, Oral Pathology",0,0.0
"Mader, Sylvie N; Gleason, James L",Universit� de Montr�al,Quebec,Operating Grant - PA: Cancer Research (bridge funding),201203IC1,Cancer Progression & Therapeutics,Antiestrogen-HDACi hybrid molecules for breast cancer treatment.," $100,000 ", $-   , $-   ,,1 yr 0 mth ,Cancer Research,BREAST CANCER THERAPY; BREAST CANCER; CANCER; DRUG RESEARCH,10/1/2012,2013-09-30,1,"Antiestrogen, HDACi, breast cancer",0,0.0
"Mahshid, Sara; Nguyen, Dao; Yansouni, Cedric P",McGill University,Quebec,Project Grant - PA: Antimicrobial Resistance (Bridge Grant),202209ARB,Biomedical Engineering 2,Phenotypic Profiling of Antibiotic Susceptibility via a Multiplexed Colorimetric Fluidic Assay," $100,000 ", $-   , $-   ,,1 yr 0 mth ,Infection and Immunity,"Biomedical Engineering-Biophysics, Medical Technologies and Instrumentation; Immunology and Infection-Antimicrobial Drug Resistance, Drug Discovery and Therapeutics (including vaccines)",3/1/2023,2024-02-29,1,"Phenotypic profiling, Antibiotic susceptibility, Colorimetric assay",0,0.0
"Mai, Sabine",University of Manitoba,Manitoba,Operating Grant,200809MOP,Cancer Biology & Therapeutics,Mechanisms and consequences of three-dimensional (3D) nuclear remodeling of telomeres in cancer," $388,829 ", $-   , $-   ,,3 yrs 0 mth ,Cancer Research,LEUKAEMIAS; NEOPLASMS; CANCER; GENETICS,4/1/2009,2012-03-31,6,"nuclear remodeling, telomeres, cancer",3D Signatures Inc.; 3D Signatures Holdings Inc.,2.0
"Mak, Tak W",University Health Network (Toronto),Ontario,Project Grant,202209PJT,Cancer Biology & Therapeutics,The roles of cholinergic T cells in immunosurveillance and immunotherapy of liver cancer.," $1,032,750 ", $-   , $-   ,,5 yrs 0 mth ,Cancer Research,Cancer-Mechanisms of Carcinogenesis,4/1/2023,2028-03-31,1,"cholinergic, T cells, liver cancer",Centre for Oncology and Immunology Limited,1.0
"Mandelis, Andreas; Foster, F. Stuart",University of Toronto,Ontario,Collaborative Health Research Projects (NSERC partnered),201210CPG,Collaborative Health Research Projects - NSERC Partnered,Hybrid (Co-registered) Intravascular Imaging Technology of Coronary Atherosclerosis using Wavelength-Modulated Differential Photoacoustic Radar and Ultrasonic Tomography," $404,580 ", $-   , $-   ,,3 yrs 0 mth ,Circulatory and Respiratory Health,ATHEROSCLEROSIS; HEALTH PROMOTION; CARDIOVASCULAR; BIOPHYSICS,4/1/2013,2016-03-31,1,"Intravascular imaging, Photoacoustic radar, Ultrasonic tomography",0,0.0
"Mandelis, Andreas; Tabatabaei, Nima",University of Toronto,Ontario,Collaborative Health Research Projects (NSERC partnered),201610CPG,Collaborative Health Research Projects - NSERC Partnered,Development of a high-resolution photothermal coherence tomography clinical device for detection and 3-D mapping of early dental caries," $358,647 ", $-   , $-   ,,3 yrs 0 mth ,Musculoskeletal Health and Arthritis,DENTAL DISEASE (INCL. ORAL BIOLOGY); MULTIDISCIPLINARY; DENTAL SCIENCE - Oral Biology; IMAGING,4/1/2017,2020-03-31,1,"photothermal, coherence tomography, dental caries",0,0.0
"Marcato, Paola",Dalhousie University (Nova Scotia),Nova Scotia,Project Grant,202309PJT,Cancer Progression & Therapeutics,Targeting ALDH1A3 and investigating mechanisms of ALDH1A3-mediated breast cancer progression," $1,090,125 ", $-   , $-   ,,5 yrs 0 mth ,Cancer Research,Cancer-Cancer Progression and Metastasis; Cancer-Cancer Drug Development and Therapeutics,4/1/2024,2029-03-31,1,"ALDH1A3, breast cancer, progression",Theranib Inc.,1.0
"Martel, Anne L; Stein, Lincoln","Sunnybrook Research Institute (Toronto, Ontario)",Ontario,Project Grant,201809PJT,Medical Physics & Imaging,Using deep learning to estimate breast cancer recurrence scores from histopathology images," $780,300 ", $-   , $-   ,,5 yrs 0 mth ,Cancer Research,Biomedical Engineering-Biomedical Imaging; Health Services and Systems-Personalized Medicine; Cancer-Clinical Oncology,4/1/2019,2024-03-31,1,"deep learning, breast cancer, histopathology",0,0.0
"Martin, Alberto",University of Toronto,Ontario,Project Grant,202003PJT,Cancer Biology & Therapeutics,Gut microbiota and the etiology of colon cancer," $1,005,976 ", $-   , $-   ,,5 yrs 0 mth ,Cancer Research,Cancer-Mechanisms of Carcinogenesis; Immunology and Infection-Infectious Diseases,10/1/2020,2025-09-30,1,"gut microbiota, colon cancer, etiology",0,0.0
"Maynes, Jason T; Deans, Robert; Coles, John G; Santerre, Paul",University of Toronto,Ontario,Collaborative Health Research Projects (NSERC partnered),201810CPG,Collaborative Health Research Projects - NSERC Partnered,Neonatal Stem Cell Secretomes as a Novel Regenerative Therapy for Heart Failure," $318,560 ", $-   , $-   ,,3 yrs 0 mth ,Circulatory and Respiratory Health,"STROKE, HEART FAILURE; CARDIOLOGY; CARDIOVASCULAR; BIOCHEMISTRY",4/1/2019,2022-03-31,1,"Neonatal, Stem Cell, Heart Failure",0,0.0
"Maynes, Jason T; Hamilton, Robert M; Sun, Yu",University of Toronto,Ontario,Collaborative Health Research Projects (NSERC partnered),201510CPG,Collaborative Health Research Projects - NSERC Partnered,Novel Methods to Evaluate the Cardiac Activity of Pharmaceuticals: Identifying New Therapies and Predicting Cardiac Toxicity," $357,480 ", $-   , $-   ,,3 yrs 0 mth ,Circulatory and Respiratory Health,CARDIOLOGY; ARRHYTHMIAS; CARDIOVASCULAR; BIOPHYSICS,4/1/2016,2019-03-31,1,"Cardiac activity, Pharmaceuticals, Toxicity",0,0.0
"McGaha, Tracy",University Health Network (Toronto),Ontario,Project Grant,201809PJT,Cancer Biology & Therapeutics,Mechanistic studies of macrophages and the tumour microenvironment as immunologic barriers to therapy in pancreatic ductal adenocarcinoma," $1,059,525 ", $-   , $-   ,,5 yrs 0 mth ,Infection and Immunity,"Immunology and Infection-Transplantation, Immune Tolerance and Tumor Immunology",4/1/2019,2024-03-31,1,"macrophages, tumour microenvironment, pancreatic ductal adenocarcinoma",0,0.0
"McMullen, Todd",University of Alberta,Alberta,Operating Grant,201209MOP,Cancer Progression & Therapeutics 2,The Biological and Clinical Significance of Platelet Derived Growth Factor Receptor in Papillary Thyroid Cancer," $642,147 ", $-   , $-   ,,5 yrs 0 mth ,Cancer Research,THYROID; NEOPLASMS; CELL BIOLOGY; DRUG RESEARCH,4/1/2013,2018-03-31,2,"Platelet, Growth Factor Receptor, Thyroid Cancer",0,0.0
"Melnyk, Roman",Hospital for Sick Children (Toronto),Ontario,Operating Grant: Industry-partnered Collaborative Research,201209IPR,Industry Partnered Collaborative Research,Discovery and Development of Small Molecule Toxin Antagonists to Treat C. difficile-Associated Disease," $499,795 ", $-   , $-   ,,5 yrs 0 mth ,Infection and Immunity,DRUGS- PHARMACEUTICAL SCIENCE/CHEMISTRY & NON MEDICAL USE OF DRUGS; GASTRO-INTESTINAL DISEASE; DRUG RESEARCH; CELL BIOLOGY,4/1/2013,2018-03-31,6,"Small Molecule, Toxin, C. difficile",0,0.0
"Menon, Carlo; Martin, Pauline; Eng, Janice J","Simon Fraser University (Burnaby, B.C.)",British Columbia,Collaborative Health Research Projects (NSERC partnered),201711CPG,Collaborative Health Research Projects - NSERC Partnered,Transformative Ankle Bracelet," $231,245 "," $6,500 ", $-   ,,3 yrs 0 mth ,"Neurosciences, Mental Health and Addiction","STROKE, HEART FAILURE; HEALTH RESEARCH",4/1/2018,2021-03-31,1,"Ankle, Bracelet",0,0.0
"Meunier, Michel; C�t�, Christian-Yves; Brunette, Isabelle; Costantino, Santiago; Sapieha, Przemyslaw (Mike) S",Polytechnique Montr�al,Quebec,Collaborative Health Research Projects (NSERC partnered),201711CPG,Collaborative Health Research Projects - NSERC Partnered,Selective laser-mediated gene therapy for ocular diseases," $369,433 "," $4,750 ", $-   ,,3 yrs 0 mth ,"Neurosciences, Mental Health and Addiction",DISEASES AFFECTING SPEECH/VISION/HEARING; MULTIDISCIPLINARY; VISION; CELL BIOLOGY,4/1/2018,2021-03-31,1,"laser, gene, ocular",0,0.0
"Mihailidis, Alex; Miller, William C",University of Toronto,Ontario,Collaborative Health Research Projects (NSERC partnered),201210CPG,Collaborative Health Research Projects - NSERC Partnered,"A Modular Intelligent Power Wheelchair System to Enhance Mobility, Safety and Participation of Users"," $286,788 ", $-   , $-   ,,3 yrs 0 mth ,Aging,AGING; MULTIDISCIPLINARY; HEALTH RESEARCH,4/1/2013,2016-03-31,1,"Power, Wheelchair, Mobility",0,0.0
"Miller, Donald W; Maula Bux, Rashid A; Klonisch, Thomas; Lakowski, Ted M",University of Manitoba,Manitoba,Collaborative Health Research Projects (NSERC partnered),201810CPG,Collaborative Health Research Projects - NSERC Partnered,Development and clinical assessment of novel biomarker drugs targeting SSAT1 for detection and therapeutic monitoring of glioblastoma," $405,529 "," $5,232 ", $-   ,,3 yrs 0 mth ,Cancer Research,BRAIN TUMORS (INCL. RETINAL TUMORS); BRAIN TUMORS THERAPY; CANCER; NERVOUS SYSTEM,4/1/2019,2022-03-31,1,"biomarker, SSAT1, glioblastoma",0,0.0
"Miller, Donald W; van Lierop, Johan",University of Manitoba,Manitoba,Collaborative Health Research Projects (NSERC partnered),201210CPG,Collaborative Health Research Projects - NSERC Partnered,Development of Magnetic Nanoparticles to Breakthrough the Blood-Brain Barrier," $440,666 ", $-   , $-   ,,3 yrs 0 mth ,"Neurosciences, Mental Health and Addiction",DRUGS- PHARMACEUTICAL SCIENCE/CHEMISTRY & NON MEDICAL USE OF DRUGS; BRAIN TUMORS THERAPY; DRUG RESEARCH; NERVOUS SYSTEM,4/1/2013,2016-03-31,2,"Magnetic Nanoparticles, Blood-Brain Barrier",0,0.0
"Minchinton, Andrew I",University of British Columbia,British Columbia,Operating Grant,201309MOP,Cancer Biology & Therapeutics,Metabolic manipulation of hypoxia and radiotherapy response," $727,090 ", $-   , $-   ,,5 yrs 0 mth ,Cancer Research,CANCER THERAPY GENERAL,4/1/2014,2019-03-31,2,"metabolic, hypoxia, radiotherapy",0,0.0
"Minchinton, Andrew I",University of British Columbia,British Columbia,Project Grant,202109PJT,Cancer Biology & Therapeutics 2,Metabolic manipulation of hypoxia for improved radiotherapy response," $677,024 ", $-   , $-   ,,4 yrs 0 mth ,Cancer Research,Cancer-Cancer Drug Development and Therapeutics,4/1/2022,2026-03-31,1,"metabolic manipulation, hypoxia, radiotherapy",0,0.0
"Minchinton, Andrew I; Bacha, Jeffrey; Perrin, David M",University of British Columbia,British Columbia,Collaborative Health Research Projects (NSERC partnered),201711CPG,Collaborative Health Research Projects - NSERC Partnered,Hypoxia-selective inhibitors of DNA repair," $259,381 ", $-   , $-   ,,3 yrs 0 mth ,Cancer Research,CANCER THERAPY GENERAL; DRUG RESEARCH; CANCER,4/1/2018,2021-03-31,3,"hypoxia, inhibitors, DNA repair",0,0.0
"Minden, Mark D",University Health Network (Toronto),Ontario,Operating Grant,200903MOP,Cancer Progression & Therapeutics,DNA Hypermethylation in AML: A means to understand the disease and to direct therapy," $391,824 ", $-   , $-   ,,3 yrs 0 mth ,Cancer Research,NEOPLASMS; LEUKAEMIAS; CANCER; MOLECULAR BIOLOGY,10/1/2009,2012-09-30,2,"DNA, Hypermethylation, AML","The Brigham And Women's Hospital, Inc.",1.0
"Moffat, Jason",University of Toronto,Ontario,Project Grant,202003PJT,Cancer Biology & Therapeutics,Identifying cancer intrinsic immune evasion mechanism for target discovery," $956,250 ", $-   , $-   ,,5 yrs 0 mth ,Cancer Research,Cancer-Cancer Progression and Metastasis; Cancer-Cancer Drug Development and Therapeutics; Cancer-Mechanisms of Carcinogenesis,10/1/2020,2025-09-30,1,"cancer, immune evasion, target discovery",0,0.0
"Moradi, Mehdi; Black, Peter C",University of British Columbia,British Columbia,Operating Grant - PA: Cancer Research (bridge funding),201309IC1,Medical Physics & Imaging,Computational multimodal radiologic profiling as a prognostic biomarker for individualized prostate cancer therapy," $100,000 ", $-   , $-   ,,1 yr 0 mth ,Cancer Research,PROSTATE AND BLADDER CANCER,3/1/2014,2015-02-28,3,"computational, radiologic, prostate cancer",0,0.0
"Morin, Ryan D","Simon Fraser University (Burnaby, B.C.)",British Columbia,Project Grant,201903PJT,Cancer Progression & Therapeutics,Prioritization and functional characterization of regulatory mutations in non-Hodgkin lymphoma," $784,126 ", $-   , $-   ,,5 yrs 0 mth ,Cancer Research,"Cancer-Cancer Progression and Metastasis; Cancer-Mechanisms of Carcinogenesis; Genetics-Genomics, Transcriptomics and Proteomics",10/1/2019,2024-09-30,2,"regulatory mutations, non-Hodgkin lymphoma, functional characterization",0,0.0
"Moroy, Tarik",Institut de recherches cliniques de Montr�al,Quebec,Operating Grant,201009MOP,Cancer Biology & Therapeutics,Dose dependent role of Gfi1 in the initiation and maintenance of T-cell leukemia and lymphoma," $339,678 ", $-   , $-   ,,3 yrs 0 mth ,Cancer Research,BLOOD; LEUKAEMIAS; MOLECULAR BIOLOGY; IMMUNOLOGY-TRANSPLANTATION,4/1/2011,2014-03-31,1,"Gfi1, T-cell leukemia, lymphoma",0,0.0
"Morshead, Cindi M",University of Toronto,Ontario,Operating Grant: Industry-partnered Collaborative Research,201309IPR,Industry Partnered Collaborative Research,Promoting neural regeneration with stem cell based therapies:  A novel source of autologous human neural stem cells for transplantation," $1,250,000 ", $-   , $-   ,,5 yrs 0 mth ,"Neurosciences, Mental Health and Addiction","INJURY, REGENERATION; CELL BIOLOGY; NERVOUS SYSTEM",4/1/2014,2019-03-31,1,"neural regeneration, stem cells, transplantation",0,0.0
"Mousavi, Parvin; Fenster, Aaron; Romagnoli, Cesare","Queen's University (Kingston, Ontario)",Ontario,Collaborative Health Research Projects (NSERC partnered),201310CPG,Collaborative Health Research Projects - NSERC Partnered,RF Time Series Flashlight for Targeted Prostate Biopsy," $126,440 ", $-   , $-   ,,3 yrs 0 mth ,Cancer Research,PROSTATE AND BLADDER CANCER; PROSTATE AND BLADDER CANCER THERAPY; CANCER; IMAGING,4/1/2014,2017-03-31,2,"RF, Time Series, Biopsy",0,0.0
"Mousavi, Parvin; Zahiri Azar, Reza; Engel, Cecil J; Fichtinger, Gabor","Queen's University (Kingston, Ontario)",Ontario,Collaborative Health Research Projects (NSERC partnered),201810CPG,Collaborative Health Research Projects - NSERC Partnered,An integrated spectroscopy-ultrasound surgical navigation system for residual cancer detection in breast surgery.," $188,350 "," $10,000 ", $-   ,,3 yrs 0 mth ,Cancer Research,BREAST CANCER; IMAGING; CANCER,4/1/2019,2022-03-31,1,"spectroscopy, ultrasound, cancer detection",0,0.0
"Mui, Alice L",University of British Columbia,British Columbia,Operating Grant: COVID-19 Rapid Research Funding Opportunity - Therapeutics,202005VR3,COVID-19 Rapid Research - Therapeutics,The role of interleukin-10 responsiveness in lung inflammation in SARS CoV2 infection," $150,072 ", $-   , $-   ,,1 yr 0 mth ,Infection and Immunity,MULTIDISCIPLINARY; IMMUNOLOGY-TRANSPLANTATION; BIOCHEMISTRY,6/1/2020,2021-05-31,1,"interleukin-10, lung inflammation, SARS CoV2",Zebrapeutics Inc.,1.0
"Murphy, Leigh C",University of Manitoba,Manitoba,Operating Grant,200903MOP,Cancer Progression & Therapeutics,Beyond the estrogen receptor: Involvement of kinases in estrogen dependence and independence in human breast cancer," $729,830 ", $-   , $-   ,,5 yrs 0 mth ,Cancer Research,BREAST CANCER; ENDOCRINOLOGY; CANCER,10/1/2009,2014-09-30,1,"estrogen receptor, kinases, breast cancer",0,0.0
"Mushahwar, Vivian",University of Alberta,Alberta,Operating Grant,201203MOP,Biomedical Engineering,Prevention of Pressure Ulcer Formation using Intermittent Electrical Stimulation," $459,602 ", $-   , $-   ,,3 yrs 6 mths ,"Neurosciences, Mental Health and Addiction","SPINAL CORD DISEASE; MUSCULO SKELETAL; NERVOUS SYSTEM; MUSCLE, BONE, OR JOINT",10/1/2012,2016-03-31,2,"Pressure ulcer, electrical stimulation, prevention",Prev Biotech Inc.; Biotechnology & Health Innovations Inc.,2.0
"Mushahwar, Vivian",University of Alberta,Alberta,Operating Grant,201309MOP,Biomedical Engineering,Patterned electrical stimulation of the arms and legs to improve walking after spinal cord injury," $994,127 ", $-   , $-   ,,5 yrs 0 mth ,"Neurosciences, Mental Health and Addiction","SPINAL CORD DISEASE; STROKE, HEART FAILURE; NERVOUS SYSTEM; MUSCLE, BONE, OR JOINT",4/1/2014,2019-03-31,1,"electrical stimulation, spinal cord injury, walking",Biotechnology & Health Innovations Inc.,1.0
"Mwale, Fackson",CIUSSS de Centre-Ouest-de-l'Ile-de-Montr�al-Jewish General,Quebec,Operating Grant,201109MOP,Biomedical Engineering,The efficacy of Link N as a mediator of repair in Intervertebral Disc Degeneration," $454,098 ", $-   , $-   ,,4 yrs 0 mth ,Musculoskeletal Health and Arthritis,"MUSCULO SKELETAL; MUSCLE, BONE, OR JOINT; HEALTH RESEARCH",4/1/2012,2016-03-31,1,"Link N, intervertebral disc, repair",0,0.0
"Nabi, Ivan R; Dennis, James W",University of British Columbia,British Columbia,Operating Grant,201209MOP,Cancer Biology & Therapeutics,Membrane domain regulation of receptor signaling," $867,203 ", $-   , $-   ,,5 yrs 0 mth ,Cancer Research,CANCER THERAPY GENERAL; THYROID; CANCER; CELL BIOLOGY,4/1/2013,2018-03-31,1,"Membrane, receptor, signaling",0,0.0
"Nazy, Ishac",McMaster University,Ontario,Operating Grant: COVID-19 Rapid Research Funding Opportunity - Diagnostics,202005VR2,COVID-19 Rapid Research - Diagnostics,Long-term protective immunity against SARS-CoV-2 virus in COVID-19 patients, $-   , $-   ," $350,000 ",Public Health Agency of Canada,1 yr 0 mth ,Infection and Immunity,VIRAL; INFECTIOUS AND PARASITIC; VIROLOGY; IMMUNOLOGY-TRANSPLANTATION,9/1/2020,2021-08-31,1,"immunity, SARS-CoV-2, COVID-19",0,0.0
"Neel, Benjamin G",University Health Network (Toronto),Ontario,Operating Grant,201403MOP,Cancer Progression & Therapeutics 2,Cell of Origin and Tumor Initiating Cells in Serous Ovarian Cancer," $804,047 ", $-   , $-   ,,5 yrs 0 mth ,Cancer Research,NEOPLASMS; CANCER; CELL BIOLOGY,7/1/2014,2019-06-30,5,"Cell, Tumor, Ovarian",0,0.0
